storenum,OPENDATE,address,lat,long
512,8/2/1984,"10727 GATEWAY BLVD WEST,El Paso,TX,79935",31.750835,-106.341792
513,8/16/1983,"201 WEST MARCY,Big Spring,TX,79720",32.229662,-101.469221
514,7/4/1981,"2035 WHISKEY ROAD,Aiken,SC,29803",33.519302,-81.717319
515,8/16/1983,"2330 HIGHWAY 19,Murphy,NC,28906",35.109625,-84.007501
516,10/4/1983,"1200 WEST MAIN,Gun Barrel City,TX,75156",32.330869,-96.133539
517,8/2/1983,"951 EAST STATE HWY 152,Mustang,OK,73064",35.391658,-97.705699
539,5/19/1983,"2050 NORTH MALL BLVD,Alexandria,LA,71301",31.277229,-92.451659
540,5/17/1983,"973 HWY 90 EAST,Bayou Vista,LA,70380",29.681057,-91.270179
541,10/4/1983,"880 N HWY 190,Covington,LA,70433",30.444215,-90.08219
573,4/3/1984,"1000 NE SAM WALTON LANE,Lee's Summit,MO,64086",38.929227,-94.364449
574,6/29/1984,"2751 BEAVER RUN BLVD,Surfside Beach,SC,29575",33.648252,-78.97829
575,5/22/1984,"12182 HWY 92,Woodstock,GA,30188",34.087192,-84.479767
576,10/4/1983,"207 S MEMORIAL DRIVE,Tulsa,OK,74112",36.158309,-95.88664
577,8/2/1984,"13600 S. ALDEN ST.,Olathe,KS,66062",38.882478,-94.756337
578,10/18/1983,"1414 PARKWAY,Sevierville,TN,37862",35.839847,-83.571027
579,11/29/1983,"2355 US HWY #1SOUTH,St. Augustine,FL,32086",29.85438,-81.322896
585,2/1/1984,"2377 DAVE LYLE BLVD.,Rock Hill,SC,29730",34.941606,-80.961914
590,8/31/1984,"6300 OAKMONT BLVD (HULEN),Ft. Worth,TX,76132",32.663019,-97.404625
591,9/18/1984,"US 27 SOUTH,Cynthiana,KY,41031",38.376705,-84.312334
592,8/2/1984,"2020 NORTH SE BLVD,Derby,KS,67037",37.572899,-97.27877
593,10/16/1984,"1450 SOUTHEAST BOWENS MILL RD,Douglas,GA,31533",31.487704,-82.849198
594,4/17/1984,"125 PAVILLION PARKWAY,Fayetteville,GA,30214",33.479552,-84.443839
595,10/2/1984,"1801 WEST LINCOLN AVE,Harlingen,TX,78552",26.181657,-97.716213
596,10/16/1984,"1713 SOUTH PARK AVENUE,Herrin,IL,62948",37.787195,-89.027521
597,9/18/1984,"7075 FM 1960 RD WEST,Houston,TX,77069",29.967729,-95.534905
598,10/16/1984,"5411 N. SECOND AVENUE,Kearney,NE,68847",40.7267,-99.083787
599,8/31/1984,"3200 FT HENRY DRIVE,Kingsport,TN,37664",36.509513,-82.516031
600,7/17/1984,"2801 NO. CHARLES ST.,Pampa,TX,79065",35.569808,-100.967696
611,4/3/1984,"4500 ""A"" NORTH MAIN,Roswell,NM,88201",33.46909,-104.492709
612,2/4/1984,"2250 LINCOLN AVENUE,Charleston,IL,61920",39.485046,-88.161114
613,4/3/1984,"1521 W GRANADA BLVD,Ormond Beach,FL,32174",29.25779,-81.113288
614,5/22/1984,"803 NEW FRANKLIN RD,La Grange,GA,30240",33.058065,-85.02862
615,11/13/1984,"101 MARKET PLACE BLVD,Cartersville,GA,30121",34.203266,-84.790476
626,10/2/1984,"2000 HOBBS HIGHWAY,Seminole,TX,79360",32.723618,-102.667147
627,7/4/1981,"536 RADFORD BLVD,Dillon,SC,29536",34.43592,-79.369709
658,7/4/1981,"2510 REDMOND CIRCLE,Rome,GA,30165",34.274578,-85.22811
659,7/4/1981,"7044 CHARLOTTE PIKE,Nashville,TN,37209",36.128925,-86.905926
660,7/4/1981,"517 WEST AVALON AVE,Muscle Shoals,AL,35661",34.744891,-87.671517
661,7/4/1981,"1011 U.S. HWY 72 EAST,Athens,AL,35611",34.786336,-86.958275
662,7/4/1981,"2800 SPRING AVN. S.W,Decatur,AL,35603",34.556516,-87.000151
663,7/4/1981,"1815 DECATUR PIKE,Athens,TN,37303",35.453657,-84.627728
673,6/2/1987,"3050 WILMA RUDOLPH BLVD,Clarksville,TN,37040",36.593484,-87.289126
674,8/12/1981,"1112 NASHVILLE PIKE,Gallatin,TN,37066",36.375271,-86.474602
675,7/4/1981,"1601 W REELFOOT AVE,Union City,TN,38261",36.412873,-89.077536
676,7/4/1981,"1102 NO. GATEWAY AVE,Rockwood,TN,37854",35.879533,-84.666837
677,7/4/1981,"2650 LAKE ROAD,Dyersburg,TN,38024",36.064632,-89.395921
678,7/4/1981,"1075 COSBY HWY,Newport,TN,37821",35.942561,-83.20903
680,7/4/1981,"3755 E ANDREW JOHNSON HWY,Greeneville,TN,37745",36.185555,-82.760935
719,7/4/1981,"820 EASTERN BYPASS,Richmond,KY,40475",37.731217,-84.283614
735,7/4/1981,"2675 DECHERD BLVD,Winchester,TN,37398",35.22266,-86.103229
741,7/4/1981,"911 HWY 321 NORTH,Lenoir City,TN,37771",35.821781,-84.268813
742,8/31/1984,"2500 W STONE DRIVE,Kingsport,TN,37660",36.555418,-82.604698
743,8/31/1984,"100 EAST I-240 SERVICE ROAD,Oklahoma City,OK,73149",35.391662,-97.511291
744,10/16/1984,"6626 FM 1960 EAST,Atascocita,TX,77346",29.998457,-95.175775
764,11/13/1984,"750 ACADEMY DRIVE,Bessemer,AL,35022",33.361818,-86.998793
765,11/29/1984,"16503 NACOGDOCHES ROAD,San Antonio,TX,78247",29.590219,-98.355032
766,11/13/1984,"3100 HOUGH RD,Florence,AL,35630",34.836083,-87.625523
767,1/22/1985,"2767 W US HWY 90,Lake City,FL,32055",30.179885,-82.677043
768,10/23/1984,"1313 FRY ROAD,Katy,TX,77449",29.79545,-95.719009
769,6/4/1985,"4150 S TAMIAMI TRAIL,Venice,FL,34293",27.049663,-82.395633
770,4/30/1985,"3503 TENTH STREET,Great Bend,KS,67530",38.361786,-98.786188
771,5/21/1985,"1500 E MERRITT ISLAND CSWY,Merritt Island,FL,32952",28.357358,-80.669296
772,10/22/1985,"3506 S. HWY 6 SOUTH,Houston,TX,77082",29.719741,-95.644207
773,8/30/1985,"1960 W. LAUREL STREET,Eunice,LA,70535",30.495008,-92.436151
774,4/30/1985,"818 EAST 23RD ST.,Columbus,NE,68601",41.438591,-97.318443
775,10/1/1985,"2031 NATIONAL BLVD,Galesburg,IL,61401",40.972936,-90.382414
776,6/4/1985,"3010 E  23RD AVE N,Fremont,NE,68025",41.45141,-96.458633
777,7/2/1985,"3115 EDGAR BROWN DR,West Orange,TX,77630",30.093627,-93.765967
870,10/22/1985,"4040 NEWTON STREET,Jasper,IN,47546",38.427943,-86.937923
871,10/1/1985,"101 W HIGHWAY 60,Mountain View,MO,65548",37.001548,-91.702675
872,4/1/1986,"1919 NORTH MAIN,Pearland,TX,77581",29.573675,-95.286239
873,3/4/1986,"926 PASEO DEL PUEBLO SUR,Taos,NM,87571",36.387479,-105.584447
874,11/12/1985,"314 SGT. S. PRENTISS DR.,Natchez,MS,39120",31.510121,-91.375556
875,4/29/1986,"815 S. WHEATLEY ROAD,Ridgeland,MS,39157",32.401822,-90.132083
876,4/29/1986,"155 SAN ANTONIO AVE,Many,LA,71449",31.56625,-93.490712
877,3/4/1986,"2406 W ROOSEVELT BLV,Monroe,NC,28110",35.010474,-80.564215
878,10/29/1985,"1500 MARKETPLACE BLVD.,Cummings,GA,30041",34.185712,-84.132187
879,12/31/1985,"419 HWY 52 BYPASS W,Lafayette,TN,37083",36.520747,-86.036626
890,5/20/1986,"11250 E. COLONIAL DR,Orlando,FL,32817",28.568021,-81.218176
891,2/3/1987,"4115 E LINCOLN WAY,Sterling,IL,61081",41.812409,-89.653154
892,3/11/1986,"1002 SE NATIONAL DR,Ankeny,IA,50021",41.704877,-93.582308
893,6/3/1986,"401 LINWOOD PLAZA,Lindsay,OK,73052",34.820158,-97.588377
894,8/5/1986,"7777 EAST 42ND PLACE SOUTH,Tulsa,OK,74145",36.101271,-95.887728
895,7/1/1986,"100 OZARK DR,Cuba,MO,65453",38.073787,-91.402572
896,9/2/1986,"2225 W INTERSTATE 20,Grand Prairie,TX,75052",32.67672,-97.010379
897,3/5/1986,"1700 WEST DICKINSON,Ft. Stockton,TX,79735",30.893928,-102.896602
898,5/20/1986,"1903 SOUTH CEDAR,Pecos,TX,79772",31.409084,-103.486527
899,6/3/1986,"340 NORMAN DRIVE,Valdosta,GA,31601",30.826793,-83.317641
900,6/3/1986,"2211 AVENUE F NORTHWEST,Childress,TX,79201",34.436406,-100.231234
906,7/15/1986,"1650 WEST MALONEY AVE.,Gallup,NM,87301",35.525708,-108.771237
911,6/10/1986,"4810 LAPALCO BLVD,Harvey,LA,70072",29.875262,-90.09395
934,7/15/1986,"27520 HWY 98,Daphne,AL,36526",30.625124,-87.908018
935,9/30/1986,"904 SOUTH RANGE AVENUE,Denham Springs,LA,70726",30.4722,-90.956699
936,11/18/1986,"1204 AVENUE OF MID-AMERICA,Effingham,IL,62401",39.139328,-88.561381
937,9/2/1986,"2795 CHASTAIN MEADOWS PKWY NW,Kennesaw,GA,30066",34.021028,-84.552779
938,7/1/1986,"6495 ATLANTA HWY,Montgomery,AL,36117",32.382502,-86.183568
939,9/2/1986,"4320 FRANKLIN AVE,Waco,TX,76710",31.523441,-97.167826
940,7/15/1986,"1401 SOUTH CHERRY LANE,White Settlement,TX,76108",32.74526,-97.451733
941,9/30/1986,"949 EAST BLOOMINGDALE AVE.,Brandon,FL,33511",27.893652,-82.270826
982,11/18/1986,"1130 W FRONTAGE RD,Owatonna,MN,55060",44.095432,-93.249162
983,2/3/1987,"1210 GIANT DRIVE,Blue Earth,MN,56013",43.652746,-94.095945
984,11/18/1986,"4400 FRONT STREET,Castle Rock,CO,80104",39.404844,-104.863044
985,11/11/1986,"1800 W. BURLINGTON AVE.,Fairfield,IA,52556",41.006441,-91.986479
986,2/3/1987,"840 SUMMIT BLVD.,Frisco,CO,80443",39.586703,-106.094696
987,3/31/1987,"14821 SIX MILE CYPRESS PKWY,Ft. Myers,FL,33912",26.527913,-81.865074
988,1/13/1987,"21703 VILLAGE LAKES SHP/CTR,Land 'O' Lakes,FL,34639",28.190917,-82.459215
1012,5/12/1987,"120 FRANCES LANE,Beaver Dam,WI,53916",43.486813,-88.809584
1023,3/31/1987,"1140 EAST STUART DRIVE,Galax,VA,24333",36.689693,-80.882872
1024,4/28/1987,"414 SO. MAIN ST.,Swainsboro,GA,30401",32.588974,-82.326942
1025,4/28/1987,"1608 SMITHDALE RD,McComb,MS,39648",31.260632,-90.471921
1057,2/3/1987,"1300 GILMER AVE,Tallassee,AL,36078",32.550534,-85.917174
1058,7/14/1987,"16750 SOUTH TOWNSEND,Montrose,CO,81401",38.448969,-107.866314
1059,10/1/1987,"921 HWY 35 SOUTH,Forest,MS,39074",32.35583,-89.481198
1080,10/20/1987,"3111 BROWNS MILL RD,Johnson City,TN,37604",36.35985,-82.396949
1081,9/1/1987,"3570 SOUTHWEST ARCHER RD,Gainesville,FL,32608",29.624345,-82.375482
1082,11/17/1987,"10991-1 SAN JOSE BLVD.,Jacksonville,FL,32223",30.176494,-81.627663
1083,6/30/1988,"6830 NORMANDY BLVD,Jacksonville,FL,32205",30.302431,-81.760688
1084,12/31/1987,"3838 S SEMARON BLVD,Orlando,FL,32822",28.505318,-81.310345
1085,9/1/1987,"8701 US HWY 19,Port Richey,FL,34668",28.283378,-82.715631
1096,10/20/1987,"261 COOPER CREEK DRIVE,Mocksville,NC,27028",35.926055,-80.58638
1097,8/18/1987,"250 TURNER STREET,Aberdeen,NC,28315",35.159899,-79.42168
1098,11/17/1987,"400 TINEY BROWNING BLVD,Port Lavaca,TX,77979",28.63355,-96.62706
1099,8/4/1987,"501 EAST PAWNEE,Wichita,KS,67211",37.649704,-97.332746
1100,12/31/1987,"1500 MILITARY STREET,Hamilton,AL,35570",34.159541,-87.974262
1101,10/20/1987,"4538 US HWY 231,Wetumpka,AL,36092",32.507505,-86.214454
1102,12/31/1987,"14507 PLANK ROAD,Baker,LA,70714",30.578756,-91.1272
1103,10/20/1987,"3450 FM 1960 WEST,Houston(W),TX,77068",29.996998,-95.481902
1104,10/20/1987,"2461 E GULF TO LAKES HWY,Inverness,FL,34453",28.841655,-82.362309
1105,12/31/1987,"4450 EAST MCCAIN BLVD,Sherwood,AR,72117",34.789156,-92.215652
1106,6/30/1987,"2204 NORTH 4TH STREET,Ferriday,LA,71334",31.652899,-91.55099
1107,6/30/1987,"739 HWY 165 S.,Oakdale,LA,71463",30.799525,-92.672143
1108,6/30/1987,"711 EAST MAIN STREET,Oak Grove,LA,71263",32.860998,-91.382605
1109,6/30/1987,"2004 SO. JULIA ST.,Rayville,LA,71269",32.461109,-91.759119
1110,9/1/1987,"1002 STERLINGTON HWY,Farmerville,LA,71241",32.769776,-92.39133
1111,11/17/1987,"1572 ANDERSON HWY,Hartwell,GA,30643",34.347392,-82.896165
1112,8/18/1987,"855 NORTH CHURCH ST.,Thomaston,GA,30286",32.911102,-84.330594
1113,11/3/1987,"1851 WEST HWY 192,London,KY,40741",37.111638,-84.096717
1114,2/2/1988,"409 SYLAMORE AVENUE,Mountain View,AR,72560",35.868541,-92.104223
1115,11/3/1987,"608 EAST MAIN STREET,Hohenwald,TN,38462",35.558801,-87.530953
1116,11/17/1987,"1845 NORTH 81 HWY,Duncan,OK,73533",34.526765,-97.966977
1117,12/31/1987,"6001 CENTRAL EXPRESSWAY,Plano,TX,75023",33.056688,-96.69483
1118,11/17/1987,"12300 LAKE JUNE RD,Balch Springs,TX,75180",32.733942,-96.615897
1119,11/3/1987,"3451 TAMIAMI TRAIL E,Naples,FL,34112",26.1243,-81.763362
1181,6/2/1988,"1785 COBB PARKWAY SOUTH,Marietta,GA,30060",33.908471,-84.492523
1182,3/1/1988,"174 CYPRESS POINT PRKWY,Palm Coast,FL,32164",29.550416,-81.226941
1183,3/1/1988,"2401 AUGUSTA ROAD,West Columbia,SC,29169",33.982344,-81.100761
1184,5/3/1988,"1825 ROCKBRIDGE RD,Stone Mountain,GA,30087",33.825808,-84.123719
1185,6/2/1988,"1030 NORWOOD PARK BD,Austin,TX,78753",30.338215,-97.692362
1186,6/30/1988,"2801 NORTH MAIN STREET,Liberty,TX,77575",30.07646,-94.778987
1187,4/3/1989,"1918 NORTH STATE STREET,Iola,KS,66749",37.939479,-95.409003
1188,8/16/1988,"10835 ST CHARLES ROCK ROAD,St. Ann,MO,63074",38.733564,-90.391798
1219,11/1/1988,"12100 LEM TURNER RD,Jacksonville,FL,32218",30.451086,-81.7048
1220,4/3/1989,"2500 SO. KIRKMAN RD,Orlando,FL,32811",28.515428,-81.45926
1221,10/3/1988,"6110 WEST KELLOG,Wichita,KS,67209",37.673219,-97.413529
1222,11/17/1988,"8970 PENSACOLA BLVD,Pensacola,FL,32534",30.527337,-87.274914
1223,11/17/1988,"5500 THOMASVILLE ROAD,Tallahassee,FL,32312",30.542616,-84.228116
1234,10/11/1988,"1461 EAST HWY 90 BYPASS,Monticello,KY,42633",36.855724,-84.846762
1235,10/3/1988,"5025 LOOP 410 NORTHWEST,San Antonio,TX,78229",29.487718,-98.586382
1236,8/16/1988,"1002 N SPENCE AVE.,Goldsboro,NC,27534",35.386131,-77.947618
1237,8/16/1988,"590 JACKSON BLVD,Dunn,NC,28339",35.322902,-78.642765
1238,12/31/1988,"1550 SKIBO ROAD,Fayetteville,NC,28303",35.080712,-78.955286
1239,2/2/1989,"1637 EAST ROUTE 36,Urbana,OH,43078",40.106037,-83.720052
1240,10/3/1988,"657 STATE HWY 90,Sierra Vista,AZ,85635",31.560772,-110.257335
1284,4/3/1989,"3700 HWY 280/431 N.,Phenix City,AL,36867",32.49902,-85.044866
1285,4/3/1989,"1940 VENTURE DRIVE,Ottumwa,IA,52501",41.014685,-92.456381
1286,2/2/1989,"7520 GARNERS FERRY ROAD,Columbia,SC,29209",33.962372,-80.941282
1287,4/3/1989,"3141 GARDEN ROAD,Burlington,NC,27215",36.069184,-79.499718
1298,8/1/1989,"2025 N MARINE ROAD,Jacksonville,NC,28546",34.778134,-77.391734
1299,2/2/1989,"2003 E. RODEO DRIVE,Cottonwood,AZ,86326",34.713604,-112.002677
1305,6/29/1989,"3023 MILTON AVENUE,Janesville,WI,53545",42.719087,-88.997844
1320,1/31/1990,"7420 CHAPMAN HIGHWAY,Knoxville,TN,37920",35.908813,-83.846262
1321,8/31/1989,"1299 NORTH BRIGHTLEAF,Smithfield,NC,27577",35.519784,-78.311541
1322,12/30/1989,"160 LOWES BLVD,Lexington,NC,27292",35.79154,-80.26103
1323,9/1/1992,"3315 NORTH UNIVERSITY STREET,Peoria,IL,61604",40.727766,-89.612749
1324,6/1/1989,"100 WEST WHITE PARK DRIVE,Nogales,AZ,85621",31.362914,-110.93106
1325,6/1/1989,"455 EAST WETMORE,Tucson,AZ,85705",32.286594,-110.964981
1326,6/1/1989,"2250 NO. DIERS AVE,Grand Island,NE,68803",40.944597,-98.38481
1327,4/3/1989,"567  IVY TECH DRIVE,Madison,IN,47250",38.780393,-85.37509
1328,6/1/1989,"700 MIKES' PIKE BLVD,Winslow,AZ,86047",35.040839,-110.700839
1329,11/16/1989,"3919 EAST MARKET STREET,Logansport,IN,46947",40.757235,-86.312715
1330,4/3/1989,"975 NORTH CABLE ROAD,Lima,OH,45805",40.753258,-84.147093
1331,4/3/1989,"2400 W MICHIGAN ST,Sidney,OH,45365",40.287735,-84.191952
1332,8/31/1989,"2727 CORNHUSKERS DRIVE,South Sioux City,NE,68776",42.464407,-96.427411
1333,8/1/1989,"301 TOWN CENTER BLVD,Van Wert,OH,45891",40.886799,-84.575997
1334,8/31/1989,"100 SOUTH RAGUS RD,Claypool,AZ,85532",33.407528,-110.843269
1335,8/1/1989,"1233 NORTH LEE HIGHWAY,Lexington,VA,24450",37.804012,-79.408208
1336,8/1/1989,"1193 NORTH MAIN STREET,Marion,VA,24354",36.84453,-81.500885
1337,4/3/1989,"2099 N BRIDGE STREET,Elkin,NC,28621",36.286781,-80.85267
1359,8/31/1989,"7400 RIVERS AVE,North Charleston,SC,29406",32.935749,-80.038606
1360,1/31/1990,"1556 EAST MAIN,Oak Hill,WV,25901",37.993634,-81.132229
1361,10/31/1989,"3400 SINGING HILLS BLVD,Sioux City,IA,51106",42.436046,-96.36445
1403,1/31/1990,"308 HAPERSHAM HILLS CIRCLE,Cornelia,GA,30531",34.545237,-83.543642
1404,1/31/1990,"820 SOUTH RAND,Lake Zurich,IL,60047",42.183866,-88.087993
1405,8/1/1990,"4703 7TH STREET,Bay City,TX,77414",28.987188,-95.932797
1416,1/31/1990,"1815 SCOTT ST.,Napoleon,OH,43545",41.40286,-84.132037
1417,11/4/1991,"3050 NORTH HWY 69,Prescott,AZ,86301",34.551289,-112.408717
1418,1/31/1990,"1530 WEST HIGHWAY 50,O'Fallon,IL,62269",38.592617,-89.953779
1419,1/31/1990,"5311 COLDWATER RD,Fort Wayne,IN,46825",41.12766,-85.135741
1420,1/31/1990,"850 SOUTH BARRINGTON ROAD,Streamwood,IL,60107",42.014735,-88.144672
1421,1/31/1990,"1980 FREEDOM PARKWAY,Washington,IL,61571",40.707077,-89.460267
1422,1/31/1990,"7945 ALGER ROAD,Alma,MI,48801",43.4067,-84.666797
1423,4/2/1990,"1165 SUPERIOR DRIVE,St. Johns,MI,48879",42.97725,-84.540256
1424,3/1/1994,"671 SOUTHPARK BLVD,Colonial Height,VA,23834",37.246511,-77.389493
1435,1/31/1990,"806 LAUREL ST.,Creston,IA,50801",41.049603,-94.375067
1436,5/30/1990,"6294 FOREST HILL BLVD,West Palm Beach,FL,33415",26.65131,-80.142545
1437,4/2/1990,"2501 NORTH HIGHWAY 64,Guymon,OK,73942",36.704267,-101.484997
1438,8/1/1990,"1330 SO. PROVIDENCE CENTER DR.,Cedar City,UT,84720",37.654162,-113.085118
1439,5/30/1990,"625 W TELEGRAPH ST.,St. George,UT,84780",37.128536,-113.519813
1450,6/27/1990,"120 MCGRAW STREET,Ripley,WV,25271",38.820795,-81.722069
1451,1/31/1990,"61 PLAZA DRIVE,Beardstown,IL,62618",40.003075,-90.438825
1452,1/31/1990,"3209 PINEVILLE MATTHEWS RD,Charlotte,NC,28226",35.09908,-80.781898
1470,6/27/1990,"3031 SOUTH FIRST STREET,Willmar,MN,56201",45.094721,-95.042474
1473,11/5/1991,"1881 MADISON AVENUE,Mankato,MN,56001",44.166782,-93.950345
1481,10/29/1990,"209 LAKESHORE PARKWAY,Homewood,AL,35209",33.448223,-86.822553
1502,10/29/1990,"251 PREMIER BLVD,Roanoke Rapids,NC,27870",36.428768,-77.631918
1503,4/2/1990,"6244 WILMINGTON PIKE,Centerville,OH,45459",39.647398,-84.110329
1504,4/2/1990,"8480 SPRINGBORO PIKE,Dayton,OH,45342",39.626903,-84.226181
1505,10/1/1990,"254 CASSIDY BLVD,Pikeville,KY,41501",37.504827,-82.536323
1506,8/1/1990,"1220 WEST MAIN,Manchester,IA,52057",42.48381,-91.477438
1507,8/1/1990,"3030 NORTH ROCK RD,Wichita (NE),KS,67226",37.738514,-97.244617
1538,10/29/1990,"2233 6TH ST.,Brookings,SD,57006",44.311487,-96.766535
1539,12/3/1990,"359 N. LEXINGTON SPRINGMILL RD,Mansfield,OH,44906",40.762114,-82.59039
1540,10/29/1990,"201 73RD STREET,South Haven,MI,49090",42.405228,-86.25031
1541,2/27/1991,"9990 BELVEDERE ROAD,West Palm Beach,FL,33411",26.691462,-80.200747
1542,8/1/1990,"950 EDELWEISS PARKWAY,Gaylord,MI,49735",45.023169,-84.688878
1553,1/30/1991,"314 WEST ARMY TRAIL ROAD,Bloomingdale,IL,60108",41.939062,-88.105089
1554,1/30/1991,"3223 EAST HAMMER LANE,Stockton,CA,95212",38.021256,-121.274738
1565,12/3/1990,"120 26TH ST EAST,Williston,ND,58801",48.168683,-103.620976
1566,10/29/1990,"4024 ELKHARD ROAD/SUITE 2,Goshen,IN,46526",41.567282,-85.844503
1567,11/14/1990,"2003 THIRD AVENUE WEST,Dickinson,ND,58601",46.904409,-102.789707
1568,11/5/1991,"1275 NO. HERMITAGE ROAD,Hermitage,PA,16148",41.24895,-80.449853
1569,1/30/1991,"240 WAL-MART WAY,Maysville,KY,41056",38.62212,-83.786231
1570,1/30/1991,"505 TOURING DRIVE,Auburn,IN,46706",41.362617,-85.078581
1571,12/31/1990,"250 EAST WOLF RUN,Mukwonago,WI,53149",42.851643,-88.315699
1572,12/3/1990,"1851 WEST HWY 40,Vernal,UT,84078",40.440128,-109.563861
1573,12/31/1990,"255 SOUTH HIGHWAY 55,Price,UT,84501",39.595314,-110.790813
1574,1/30/1991,"2300 WHITE LANE,Bakersfield,CA,93304",35.317733,-119.028242
1575,1/30/1991,"355 ORO DAM BLVD,Oroville,CA,95965",39.498023,-121.572584
1576,1/30/1991,"1555 US HIGHWAY 41,Schererville,IN,46375",41.49315,-87.47089
1577,12/31/1990,"1315 HWY 25 NORTH,Buffalo,MN,55313",45.190109,-93.875793
1589,1/30/1991,"16205 SOUTH MILITARY DRIVE,Delray Beach,FL,33484",26.436165,-80.122246
1590,3/3/1992,"5851 N.W. 177TH ST.,Hialeah,FL,33015",25.93419,-80.323949
1591,11/5/1991,"6535 GRAYSON ROAD,Harrisburg,PA,17111",40.262643,-76.7697
1592,1/30/1991,"901 NORTH VAN DYKE,Bad Axe,MI,48413",43.819121,-83.000964
1593,12/31/1990,"800 EAST CHICAGO ST.,Coldwater,MI,49036",41.935199,-84.96748
1594,1/30/1991,"911 HEBRON ROAD,Heath,OH,43056",40.026763,-82.446454
1595,11/14/1990,"15785 US 36 EAST,Marysville,OH,43040",40.239943,-83.341485
1596,12/3/1990,"200 SOUTH BOLINGBROOK DRIVE,Bolingbrook,IL,60440",41.695071,-88.06819
1597,9/4/1990,"8739 SOUTH MEMORIAL,Tulsa,OK,74133",36.038157,-95.886107
1634,7/31/1991,"1800 1ST AVENUE NE,Little Falls,MN,56345",45.975511,-94.336037
1642,1/30/1991,"1680 PACKARD HWY,Charlotte,MI,48813",42.582058,-84.803934
1666,6/4/1991,"3304 EASTWAY DRIVE,Charlotte,NC,28205",35.210068,-80.782449
1667,10/1/1991,"1550 NORTH CASS STREET,Wabash,IN,46992",40.817774,-85.840546
1668,10/1/1991,"6590 GRAND AVENUE,Gurnee,IL,60031",42.385511,-87.966764
1669,7/31/1991,"3915 GATEWAY DRIVE,Eau Claire,WI,54701",44.774968,-91.430692
1670,9/11/1991,"1135 BERKSHIRE BLVD,Wyomissing,PA,19610",40.343095,-75.975983
1671,7/31/1991,"7904 SOUTH 83RD STREET,La Vista,NE,68128",41.178637,-96.042025
1672,7/31/1991,"2500 EAST LAKE SHORE DRIVE,Ashland,WI,54806",46.605996,-90.852849
1673,6/2/1992,"3191 COUNTY RD #10,Canandaigua,NY,14424",42.875818,-77.245611
1674,12/31/1991,"17850 GARLAND GROH B,Hagerstown,MD,21740",39.656032,-77.747799
1675,7/2/1991,"180 LEBANON TRADE CENTER,Lebanon,KY,40033",37.563916,-85.265706
1676,9/11/1991,"730 EAST HWY 66,Tell City,IN,47586",37.927646,-86.755249
1677,9/18/2002,"4765 COMMERCIAL DRIVE,New Hartford,NY,13413",43.094995,-75.305414
1688,7/2/1991,"657 PHOENIX DRIVE,Virginia Beach,VA,23452",36.824012,-76.068558
1689,11/5/1991,"5650 SOUTH CHAMBERS ROAD,Aurora,CO,80015",39.616182,-104.813232
1690,11/5/1991,"4224 NORTH PROSPECT,Decatur,IL,62526",39.899257,-88.953937
1691,9/30/1992,"7701 FRONTAGE ROAD,Overland Park,KS,66204",38.989548,-94.700408
1692,2/4/1992,"1120 S. MT. VERNON AVENUE,Colton,CA,92324",34.0503,-117.309064
1693,11/5/1991,"2050 WEST REDLANDS BLVD,Redlands,CA,92374",34.063113,-117.223774
1694,10/1/1991,"364 US 70 WEST, SUITE 1,Marion,NC,28752",35.703657,-82.037619
1720,12/31/1991,"1550 SCENIC HIGHWAY,Snellville,GA,30078",33.887413,-84.009442
1735,2/4/1992,"1455 LAKE-COOK ROAD,Wheeling,IL,60090",42.153682,-87.952701
1736,12/31/1991,"1574 NORTH DUPONT HWY.,Dover,DE,19901",39.193327,-75.54654
1737,8/4/1992,"900 SOUTH ROUTE 83,Villa Park,IL,60181",41.872473,-87.96165
1748,11/5/1991,"2245A ASHLEY CROSSING DRIVE,Charleston,SC,29414",32.813594,-80.03814
1749,2/4/1992,"430 HIGH STREET,Somersworth,NH,3878",43.235306,-70.881409
1750,10/1/1991,"1546 MARION-MT. GILEAD ROAD,Marion,OH,43302",40.581081,-83.088083
1751,11/5/1991,"6600 GLENWOOD AVENUE,Raleigh,NC,27612",35.86012,-78.708111
1752,2/4/1992,"3921 WILDER ROAD,Bay City,MI,48706",43.623806,-83.897937
1753,2/4/1992,"30 MANCHESTER ROAD,Derry,NH,3038",42.898388,-71.334496
1794,8/4/1992,"100 LUNGER DRIVE,Bloomsburg,PA,17815",41.011466,-76.487927
1795,8/4/1992,"400 FOREST GATE CENTER,Pisgah Forest,NC,28768",35.27573,-82.703064
1796,6/30/1992,"85 ROUTE 101A,Amherst,NH,3031",42.811478,-71.581017
1797,11/2/1992,"265 CAMDEN STREET,Rockland,ME,4841",44.125076,-69.098412
1798,6/30/1992,"1121 EAST CARO ROAD,Caro,MI,48723",43.499262,-83.382819
1799,8/4/1992,"2950 NEW PINERY ROAD,Portage,WI,53901",43.571414,-89.469631
1811,6/30/1992,"1170 NORTH MILITARY HWY.,Norfolk,VA,23502",36.862193,-76.210126
1823,8/4/1992,"495 EISENHOWER DRIVE,Hanover,PA,17331",39.825088,-76.979612
1824,8/4/1992,"2515 ELLSWORTH ROAD,Ypsilanti,MI,48197",42.230494,-83.649472
1825,4/1/1992,"7412 STREAM WALK LANE,Manassas,VA,20109",38.797231,-77.523375
